call_id,hcp_id,rep_id,call_date,product_discussed,call_duration_min,samples_dropped
CALL000436,HCP0106,REP028,2025-02-09,PRD001,24,0
CALL000437,HCP0107,REP018,2025-07-27,PRD002,15,0
CALL000438,HCP0107,REP018,2025-06-11,PRD004,14,1
CALL000439,HCP0107,REP018,2025-05-04,PRD004,29,1
CALL000440,HCP0107,REP018,2025-11-13,PRD002,29,1
CALL000441,HCP0107,REP018,2025-10-26,PRD004,22,1
CALL000442,HCP0107,REP018,2025-10-28,PRD003,11,2
CALL000443,HCP0107,REP018,2025-03-01,PRD004,29,3
CALL000444,HCP0108,REP024,2025-01-16,PRD005,17,2
CALL000445,HCP0108,REP024,2025-04-29,PRD001,26,1
CALL000446,HCP0108,REP024,2025-04-29,PRD005,19,0
CALL000447,HCP0108,REP024,2025-06-13,PRD002,9,0
CALL000448,HCP0109,REP028,2025-01-27,PRD001,25,0
CALL000449,HCP0109,REP028,2025-10-04,PRD001,10,0
CALL000450,HCP0110,REP021,2025-11-08,PRD001,19,1
CALL000451,HCP0110,REP021,2025-05-05,PRD001,5,1
CALL000452,HCP0110,REP021,2025-02-28,PRD002,7,0
CALL000453,HCP0111,REP028,2025-06-06,PRD004,21,1
CALL000454,HCP0111,REP028,2025-01-27,PRD002,7,2
CALL000455,HCP0111,REP028,2025-06-24,PRD001,22,0
CALL000456,HCP0112,REP013,2025-09-01,PRD002,5,0
CALL000457,HCP0112,REP013,2025-11-12,PRD004,21,1
CALL000458,HCP0112,REP013,2025-05-27,PRD003,26,0
CALL000459,HCP0113,REP024,2025-11-10,PRD005,7,1
CALL000460,HCP0113,REP024,2025-05-09,PRD002,20,0
CALL000461,HCP0113,REP024,2025-04-08,PRD001,15,3
CALL000462,HCP0114,REP027,2025-06-21,PRD003,20,3
CALL000463,HCP0114,REP027,2025-04-30,PRD001,7,1
CALL000464,HCP0114,REP027,2025-07-18,PRD002,29,2
CALL000465,HCP0114,REP027,2025-12-25,PRD005,26,2
CALL000466,HCP0114,REP027,2025-03-27,PRD004,5,1
CALL000467,HCP0115,REP002,2025-11-08,PRD003,20,3
CALL000468,HCP0115,REP002,2025-09-03,PRD004,12,0
CALL000469,HCP0115,REP002,2025-08-08,PRD001,21,0
CALL000470,HCP0116,REP024,2025-06-06,PRD002,27,1
CALL000471,HCP0116,REP024,2025-08-14,PRD001,18,3
CALL000472,HCP0116,REP024,2025-04-15,PRD005,20,2
CALL000473,HCP0117,REP017,2025-03-01,PRD003,10,1
CALL000474,HCP0117,REP017,2025-04-20,PRD001,16,1
CALL000475,HCP0118,REP005,2025-08-06,PRD002,8,1
CALL000476,HCP0118,REP005,2025-04-03,PRD005,23,1
CALL000477,HCP0118,REP005,2025-07-17,PRD004,7,0
CALL000478,HCP0118,REP005,2025-02-01,PRD002,12,1
CALL000479,HCP0118,REP005,2025-03-10,PRD004,25,0
CALL000480,HCP0119,REP012,2025-11-20,PRD002,5,1
CALL000481,HCP0119,REP012,2025-03-12,PRD003,16,2
CALL000482,HCP0119,REP012,2025-07-09,PRD003,29,0
CALL000483,HCP0120,REP022,2025-08-23,PRD003,27,1
CALL000484,HCP0120,REP022,2025-04-04,PRD005,9,0
CALL000485,HCP0120,REP022,2025-07-15,PRD001,7,1
CALL000486,HCP0121,REP017,2025-12-29,PRD001,29,0
CALL000487,HCP0121,REP017,2025-11-25,PRD001,17,2
CALL000488,HCP0121,REP017,2025-10-31,PRD003,10,1
CALL000489,HCP0121,REP017,2025-04-17,PRD005,10,0
CALL000490,HCP0121,REP017,2025-01-08,PRD001,17,2
CALL000491,HCP0122,REP030,2025-02-04,PRD004,6,2
CALL000492,HCP0122,REP030,2025-01-30,PRD005,17,1
CALL000493,HCP0123,REP006,2025-07-27,PRD002,28,1
CALL000494,HCP0123,REP006,2025-07-03,PRD001,12,1
CALL000495,HCP0123,REP006,2025-07-04,PRD005,5,0
CALL000496,HCP0123,REP006,2025-10-16,PRD002,5,1
CALL000497,HCP0123,REP006,2025-04-30,PRD002,5,3
CALL000498,HCP0123,REP006,2025-11-01,PRD005,17,0
CALL000499,HCP0124,REP016,2025-10-14,PRD003,23,2
CALL000500,HCP0124,REP016,2025-08-28,PRD002,18,2
CALL000501,HCP0124,REP016,2025-09-21,PRD002,28,2
CALL000502,HCP0124,REP016,2025-06-05,PRD005,23,2
CALL000503,HCP0125,REP026,2025-03-13,PRD002,9,0
CALL000504,HCP0125,REP026,2025-03-11,PRD002,23,1
CALL000505,HCP0125,REP026,2025-12-27,PRD002,10,1
CALL000506,HCP0126,REP028,2025-07-28,PRD004,12,1
CALL000507,HCP0126,REP028,2025-04-03,PRD001,5,1
CALL000508,HCP0126,REP028,2025-03-26,PRD002,28,0
CALL000509,HCP0127,REP005,2025-09-24,PRD002,23,3
CALL000510,HCP0127,REP005,2025-08-15,PRD001,14,0
CALL000511,HCP0127,REP005,2025-05-31,PRD004,15,3
CALL000512,HCP0127,REP005,2025-09-14,PRD003,25,2
CALL000513,HCP0127,REP005,2025-09-04,PRD003,21,1
CALL000514,HCP0127,REP005,2025-05-20,PRD002,5,0
CALL000515,HCP0128,REP024,2025-01-05,PRD001,9,0
CALL000516,HCP0128,REP024,2025-03-06,PRD002,25,0
CALL000517,HCP0128,REP024,2025-11-29,PRD005,29,2
CALL000518,HCP0128,REP024,2025-10-08,PRD001,11,1
CALL000519,HCP0128,REP024,2025-04-18,PRD001,10,1
CALL000520,HCP0128,REP024,2025-01-15,PRD005,20,0
CALL000521,HCP0129,REP005,2025-09-05,PRD004,13,1
CALL000522,HCP0129,REP005,2025-11-25,PRD003,8,0
CALL000523,HCP0129,REP005,2025-07-11,PRD003,9,1
CALL000524,HCP0129,REP005,2025-01-16,PRD002,17,0
CALL000525,HCP0129,REP005,2025-07-22,PRD002,29,3
CALL000526,HCP0129,REP005,2025-01-17,PRD005,26,1
CALL000527,HCP0130,REP028,2025-02-23,PRD003,17,2
CALL000528,HCP0130,REP028,2025-10-22,PRD004,8,0
CALL000529,HCP0130,REP028,2025-09-20,PRD001,11,2
CALL000530,HCP0130,REP028,2025-11-03,PRD005,21,0
CALL000531,HCP0131,REP024,2025-03-05,PRD003,22,1
CALL000532,HCP0131,REP024,2025-07-30,PRD001,9,0
CALL000533,HCP0131,REP024,2025-01-20,PRD003,7,1
CALL000534,HCP0131,REP024,2025-08-12,PRD003,11,0
CALL000535,HCP0131,REP024,2025-03-03,PRD004,10,2
CALL000536,HCP0132,REP010,2025-06-18,PRD005,20,0
CALL000537,HCP0132,REP010,2025-04-11,PRD001,9,2
CALL000538,HCP0132,REP010,2025-08-23,PRD004,11,0
CALL000539,HCP0132,REP010,2025-07-21,PRD004,23,0
CALL000540,HCP0132,REP010,2025-02-03,PRD005,18,1
CALL000541,HCP0133,REP016,2025-09-11,PRD002,17,1
CALL000542,HCP0133,REP016,2025-01-20,PRD004,23,0
CALL000543,HCP0133,REP016,2025-02-09,PRD005,6,0
CALL000544,HCP0134,REP017,2025-01-01,PRD002,6,0
CALL000545,HCP0134,REP017,2025-08-19,PRD005,23,1
CALL000546,HCP0134,REP017,2025-01-29,PRD004,9,0
CALL000547,HCP0134,REP017,2025-10-21,PRD003,22,1
CALL000548,HCP0134,REP017,2025-03-04,PRD004,6,3
CALL000549,HCP0135,REP024,2025-09-01,PRD001,22,2
CALL000550,HCP0135,REP024,2025-03-13,PRD005,27,3
CALL000551,HCP0135,REP024,2025-11-12,PRD001,22,0
CALL000552,HCP0135,REP024,2025-05-18,PRD001,17,2
CALL000553,HCP0135,REP024,2025-07-03,PRD005,26,0
CALL000554,HCP0136,REP013,2025-05-05,PRD003,17,1
CALL000555,HCP0136,REP013,2025-06-15,PRD004,29,1
CALL000556,HCP0137,REP015,2025-11-07,PRD005,25,1
CALL000557,HCP0137,REP015,2025-07-19,PRD004,5,1
CALL000558,HCP0138,REP001,2025-12-08,PRD001,16,0
CALL000559,HCP0138,REP001,2025-04-09,PRD005,13,1
CALL000560,HCP0139,REP013,2025-11-04,PRD002,29,1
CALL000561,HCP0139,REP013,2025-08-12,PRD002,5,1
CALL000562,HCP0139,REP013,2025-05-12,PRD003,6,3
CALL000563,HCP0139,REP013,2025-11-26,PRD003,22,0
CALL000564,HCP0140,REP008,2025-03-14,PRD002,8,0
CALL000565,HCP0140,REP008,2025-07-12,PRD001,7,1
CALL000566,HCP0140,REP008,2025-09-09,PRD001,18,1
CALL000567,HCP0140,REP008,2025-03-28,PRD005,7,0
CALL000568,HCP0140,REP008,2025-09-05,PRD005,23,2
CALL000569,HCP0140,REP008,2025-01-13,PRD005,8,0
CALL000570,HCP0140,REP008,2025-08-24,PRD004,12,1
CALL000571,HCP0141,REP028,2025-01-06,PRD004,29,0
CALL000572,HCP0141,REP028,2025-12-21,PRD002,22,0
CALL000573,HCP0141,REP028,2025-05-11,PRD002,12,2
CALL000574,HCP0141,REP028,2025-09-30,PRD003,21,1
CALL000575,HCP0141,REP028,2025-07-17,PRD002,20,0
CALL000576,HCP0141,REP028,2025-08-24,PRD004,10,0
CALL000577,HCP0142,REP003,2025-10-27,PRD003,22,0
CALL000578,HCP0142,REP003,2025-05-26,PRD001,13,0
CALL000579,HCP0142,REP003,2025-01-28,PRD005,26,1
CALL000580,HCP0143,REP026,2025-01-17,PRD005,28,0
CALL000581,HCP0143,REP026,2025-10-23,PRD004,19,2
CALL000582,HCP0143,REP026,2025-09-01,PRD003,7,1
CALL000583,HCP0143,REP026,2025-09-05,PRD001,13,1
CALL000584,HCP0143,REP026,2025-02-14,PRD003,24,0
CALL000585,HCP0143,REP026,2025-06-08,PRD004,27,3
CALL000586,HCP0143,REP026,2025-04-05,PRD001,22,2
CALL000587,HCP0143,REP026,2025-10-09,PRD001,24,2
CALL000588,HCP0144,REP020,2025-07-05,PRD005,10,2
CALL000589,HCP0144,REP020,2025-01-18,PRD002,26,3
CALL000590,HCP0144,REP020,2025-03-01,PRD001,28,0
CALL000591,HCP0144,REP020,2025-08-16,PRD002,27,1
CALL000592,HCP0145,REP008,2025-09-10,PRD003,10,1
CALL000593,HCP0145,REP008,2025-09-01,PRD004,11,0
CALL000594,HCP0147,REP021,2025-01-12,PRD005,23,2
CALL000595,HCP0147,REP021,2025-12-24,PRD003,25,0
CALL000596,HCP0147,REP021,2025-11-26,PRD003,11,0
CALL000597,HCP0147,REP021,2025-12-02,PRD005,13,2
CALL000598,HCP0148,REP014,2025-06-09,PRD002,17,2
CALL000599,HCP0148,REP014,2025-06-14,PRD005,13,1
CALL000600,HCP0148,REP014,2025-11-29,PRD003,6,1
CALL000601,HCP0148,REP014,2025-12-16,PRD003,20,0
CALL000602,HCP0149,REP030,2025-12-27,PRD001,27,0
CALL000603,HCP0149,REP030,2025-10-03,PRD005,6,1
CALL000604,HCP0149,REP030,2025-01-15,PRD001,18,1
CALL000605,HCP0149,REP030,2025-08-20,PRD003,16,1
CALL000606,HCP0150,REP008,2025-11-03,PRD004,14,1
CALL000607,HCP0150,REP008,2025-03-25,PRD002,9,0
CALL000608,HCP0150,REP008,2025-10-10,PRD003,16,1
CALL000609,HCP0150,REP008,2025-03-31,PRD005,29,2
CALL000610,HCP0150,REP008,2025-02-06,PRD002,28,2
CALL000611,HCP0151,REP020,2025-09-14,PRD004,5,0
CALL000612,HCP0151,REP020,2025-09-15,PRD003,5,2
CALL000613,HCP0151,REP020,2025-02-20,PRD001,23,0
CALL000614,HCP0151,REP020,2025-12-16,PRD004,17,2
CALL000615,HCP0152,REP028,2025-11-10,PRD004,24,1
CALL000616,HCP0152,REP028,2025-05-25,PRD005,9,0
CALL000617,HCP0152,REP028,2025-01-04,PRD001,20,1
CALL000618,HCP0153,REP012,2025-08-10,PRD002,19,3
CALL000619,HCP0153,REP012,2025-12-13,PRD003,21,2
CALL000620,HCP0153,REP012,2025-09-26,PRD001,20,1
CALL000621,HCP0153,REP012,2025-07-13,PRD002,20,2
CALL000622,HCP0153,REP012,2025-11-11,PRD004,10,0
CALL000623,HCP0153,REP012,2025-04-27,PRD003,24,1
CALL000624,HCP0154,REP008,2025-10-21,PRD004,18,0
CALL000625,HCP0154,REP008,2025-12-14,PRD004,11,3
CALL000626,HCP0155,REP013,2025-10-14,PRD002,21,1
CALL000627,HCP0155,REP013,2025-05-01,PRD002,11,0
CALL000628,HCP0155,REP013,2025-10-28,PRD001,20,0
CALL000629,HCP0155,REP013,2025-08-17,PRD003,11,1
CALL000630,HCP0156,REP015,2025-02-16,PRD002,29,2
CALL000631,HCP0157,REP017,2025-09-06,PRD005,8,1
CALL000632,HCP0157,REP017,2025-09-09,PRD003,14,2
CALL000633,HCP0157,REP017,2025-06-01,PRD005,23,0
CALL000634,HCP0157,REP017,2025-07-20,PRD005,10,0
CALL000635,HCP0158,REP013,2025-12-10,PRD003,24,1
CALL000636,HCP0158,REP013,2025-11-13,PRD003,18,2
CALL000637,HCP0158,REP013,2025-12-17,PRD002,29,1
CALL000638,HCP0158,REP013,2025-06-25,PRD003,7,3
CALL000639,HCP0158,REP013,2025-08-14,PRD004,22,0
CALL000640,HCP0159,REP026,2025-01-21,PRD001,15,0
CALL000641,HCP0159,REP026,2025-12-29,PRD004,5,1
CALL000642,HCP0159,REP026,2025-03-16,PRD005,14,0
CALL000643,HCP0159,REP026,2025-02-19,PRD002,9,0
CALL000644,HCP0159,REP026,2025-03-25,PRD005,28,1
CALL000645,HCP0160,REP028,2025-12-05,PRD005,17,1
CALL000646,HCP0161,REP024,2025-02-08,PRD003,19,0
CALL000647,HCP0161,REP024,2025-09-24,PRD002,26,0
CALL000648,HCP0161,REP024,2025-04-01,PRD001,7,1
CALL000649,HCP0161,REP024,2025-12-22,PRD003,10,0
CALL000650,HCP0161,REP024,2025-04-25,PRD001,25,2
CALL000651,HCP0161,REP024,2025-10-16,PRD004,26,0
CALL000652,HCP0161,REP024,2025-09-16,PRD002,28,0
CALL000653,HCP0161,REP024,2025-05-30,PRD005,7,0
CALL000654,HCP0161,REP024,2025-08-04,PRD003,24,2
CALL000655,HCP0161,REP024,2025-10-20,PRD002,24,0
CALL000656,HCP0162,REP011,2025-04-30,PRD005,28,1
CALL000657,HCP0162,REP011,2025-06-23,PRD004,20,0
CALL000658,HCP0162,REP011,2025-04-27,PRD002,11,1
CALL000659,HCP0163,REP011,2025-02-18,PRD005,13,1
CALL000660,HCP0163,REP011,2025-03-01,PRD001,13,1
CALL000661,HCP0163,REP011,2025-03-07,PRD001,11,2
CALL000662,HCP0163,REP011,2025-04-30,PRD002,23,2
CALL000663,HCP0164,REP003,2025-01-28,PRD005,14,1
CALL000664,HCP0165,REP030,2025-01-08,PRD002,13,1
CALL000665,HCP0165,REP030,2025-03-29,PRD005,16,1
CALL000666,HCP0165,REP030,2025-10-06,PRD003,23,2
CALL000667,HCP0165,REP030,2025-10-16,PRD002,22,1
CALL000668,HCP0165,REP030,2025-11-10,PRD003,27,0
CALL000669,HCP0165,REP030,2025-01-29,PRD002,16,0
CALL000670,HCP0165,REP030,2025-02-08,PRD001,28,0
CALL000671,HCP0166,REP027,2025-11-25,PRD004,12,1
CALL000672,HCP0166,REP027,2025-09-28,PRD005,18,0
CALL000673,HCP0166,REP027,2025-07-26,PRD005,8,3
CALL000674,HCP0167,REP003,2025-06-20,PRD005,5,2
CALL000675,HCP0167,REP003,2025-10-23,PRD004,12,1
CALL000676,HCP0167,REP003,2025-08-24,PRD003,24,2
CALL000677,HCP0167,REP003,2025-07-19,PRD004,10,0
CALL000678,HCP0167,REP003,2025-11-21,PRD005,10,1
CALL000679,HCP0168,REP029,2025-08-16,PRD004,6,1
CALL000680,HCP0168,REP029,2025-12-19,PRD001,18,1
CALL000681,HCP0168,REP029,2025-01-23,PRD005,24,1
CALL000682,HCP0169,REP017,2025-04-11,PRD003,11,1
CALL000683,HCP0169,REP017,2025-07-07,PRD005,28,1
CALL000684,HCP0169,REP017,2025-11-07,PRD004,26,3
CALL000685,HCP0170,REP030,2025-02-02,PRD003,23,2
CALL000686,HCP0170,REP030,2025-10-14,PRD003,8,1
CALL000687,HCP0170,REP030,2025-06-13,PRD005,25,0
CALL000688,HCP0171,REP005,2025-01-01,PRD003,5,0
CALL000689,HCP0171,REP005,2025-12-29,PRD003,27,2
CALL000690,HCP0171,REP005,2025-12-14,PRD004,12,1
CALL000691,HCP0171,REP005,2025-10-04,PRD003,9,1
CALL000692,HCP0171,REP005,2025-08-18,PRD002,19,1
CALL000693,HCP0171,REP005,2025-10-13,PRD003,9,0
CALL000694,HCP0172,REP008,2025-09-17,PRD005,12,0
CALL000695,HCP0173,REP006,2025-01-27,PRD003,25,0
CALL000696,HCP0173,REP006,2025-07-17,PRD002,16,1
CALL000697,HCP0173,REP006,2025-07-25,PRD001,20,0
CALL000698,HCP0173,REP006,2025-11-23,PRD001,23,1
CALL000699,HCP0173,REP006,2025-12-10,PRD001,7,2
CALL000700,HCP0174,REP028,2025-04-23,PRD003,10,0
CALL000701,HCP0174,REP028,2025-01-09,PRD004,24,0
CALL000702,HCP0174,REP028,2025-11-14,PRD005,26,1
CALL000703,HCP0174,REP028,2025-08-26,PRD005,26,1
CALL000704,HCP0174,REP028,2025-02-10,PRD004,17,0
CALL000705,HCP0174,REP028,2025-02-19,PRD005,13,0
CALL000706,HCP0174,REP028,2025-03-07,PRD004,12,2
CALL000707,HCP0175,REP019,2025-01-09,PRD003,16,1
CALL000708,HCP0175,REP019,2025-08-10,PRD002,26,0
CALL000709,HCP0175,REP019,2025-09-24,PRD005,21,1
CALL000710,HCP0175,REP019,2025-11-30,PRD005,21,0
CALL000711,HCP0175,REP019,2025-08-26,PRD002,11,0
CALL000712,HCP0176,REP015,2025-02-27,PRD002,14,0
CALL000713,HCP0176,REP015,2025-06-11,PRD004,25,1
CALL000714,HCP0176,REP015,2025-08-20,PRD005,7,1
CALL000715,HCP0176,REP015,2025-10-14,PRD001,14,0
CALL000716,HCP0176,REP015,2025-02-19,PRD004,25,1
CALL000717,HCP0176,REP015,2025-11-16,PRD004,9,0
CALL000718,HCP0177,REP014,2025-12-19,PRD005,17,0
CALL000719,HCP0177,REP014,2025-01-24,PRD002,16,1
CALL000720,HCP0177,REP014,2025-05-10,PRD004,27,2
CALL000721,HCP0177,REP014,2025-03-04,PRD001,25,1
CALL000722,HCP0177,REP014,2025-10-16,PRD003,11,0
CALL000723,HCP0177,REP014,2025-06-27,PRD005,15,0
CALL000724,HCP0178,REP022,2025-12-30,PRD003,25,0
CALL000725,HCP0178,REP022,2025-05-06,PRD004,22,2
CALL000726,HCP0178,REP022,2025-11-19,PRD001,21,1
CALL000727,HCP0178,REP022,2025-11-14,PRD001,13,1
CALL000728,HCP0179,REP022,2025-05-27,PRD005,17,1
CALL000729,HCP0179,REP022,2025-07-12,PRD001,21,1
CALL000730,HCP0180,REP022,2025-05-29,PRD003,13,1
CALL000731,HCP0180,REP022,2025-02-26,PRD001,19,0
CALL000732,HCP0180,REP022,2025-06-04,PRD002,23,0
CALL000733,HCP0180,REP022,2025-12-12,PRD004,19,1
CALL000734,HCP0180,REP022,2025-02-07,PRD004,15,1
CALL000735,HCP0181,REP028,2025-03-29,PRD005,5,1
CALL000736,HCP0181,REP028,2025-12-23,PRD003,15,1
CALL000737,HCP0181,REP028,2025-12-11,PRD003,19,2
CALL000738,HCP0181,REP028,2025-05-11,PRD005,9,1
CALL000739,HCP0181,REP028,2025-07-21,PRD001,6,0
CALL000740,HCP0181,REP028,2025-12-04,PRD001,16,1
CALL000741,HCP0181,REP028,2025-10-07,PRD002,16,1
CALL000742,HCP0182,REP022,2025-11-24,PRD003,12,3
CALL000743,HCP0182,REP022,2025-01-05,PRD005,19,1
CALL000744,HCP0182,REP022,2025-01-10,PRD003,14,1
CALL000745,HCP0182,REP022,2025-07-18,PRD003,11,0
CALL000746,HCP0182,REP022,2025-07-01,PRD003,21,1
CALL000747,HCP0182,REP022,2025-02-22,PRD004,17,2
CALL000748,HCP0182,REP022,2025-03-06,PRD001,26,1
CALL000749,HCP0182,REP022,2025-06-01,PRD005,11,0
CALL000750,HCP0183,REP002,2025-07-08,PRD001,7,0
CALL000751,HCP0183,REP002,2025-11-29,PRD004,7,1
CALL000752,HCP0183,REP002,2025-05-08,PRD001,5,0
CALL000753,HCP0184,REP008,2025-09-21,PRD002,16,0
CALL000754,HCP0184,REP008,2025-08-30,PRD005,7,2
CALL000755,HCP0184,REP008,2025-11-04,PRD001,16,1
CALL000756,HCP0185,REP006,2025-05-22,PRD004,16,2
CALL000757,HCP0185,REP006,2025-05-27,PRD004,28,0
CALL000758,HCP0185,REP006,2025-04-14,PRD005,12,2
CALL000759,HCP0185,REP006,2025-07-05,PRD004,12,0
CALL000760,HCP0186,REP029,2025-04-15,PRD003,27,0
CALL000761,HCP0186,REP029,2025-03-26,PRD005,23,0
CALL000762,HCP0186,REP029,2025-08-13,PRD004,7,1
CALL000763,HCP0187,REP012,2025-05-21,PRD001,26,1
CALL000764,HCP0187,REP012,2025-01-08,PRD005,29,0
CALL000765,HCP0187,REP012,2025-08-03,PRD005,5,0
CALL000766,HCP0187,REP012,2025-04-06,PRD001,21,3
CALL000767,HCP0187,REP012,2025-11-05,PRD003,26,0
CALL000768,HCP0187,REP012,2025-07-14,PRD005,20,3
CALL000769,HCP0187,REP012,2025-03-25,PRD004,14,2
CALL000770,HCP0188,REP012,2025-06-14,PRD005,14,2
CALL000771,HCP0188,REP012,2025-02-01,PRD002,9,3
CALL000772,HCP0189,REP024,2025-07-02,PRD002,5,0
CALL000773,HCP0189,REP024,2025-10-06,PRD004,12,0
CALL000774,HCP0189,REP024,2025-02-23,PRD004,26,0
CALL000775,HCP0189,REP024,2025-07-09,PRD002,20,0
CALL000776,HCP0190,REP010,2025-05-05,PRD005,28,3
CALL000777,HCP0190,REP010,2025-02-16,PRD002,20,1
CALL000778,HCP0190,REP010,2025-04-30,PRD001,25,0
CALL000779,HCP0190,REP010,2025-05-30,PRD003,10,1
CALL000780,HCP0190,REP010,2025-12-10,PRD005,25,2
CALL000781,HCP0190,REP010,2025-10-13,PRD001,24,0
CALL000782,HCP0190,REP010,2025-07-23,PRD005,29,0
CALL000783,HCP0191,REP016,2025-12-28,PRD005,14,3
CALL000784,HCP0191,REP016,2025-06-21,PRD001,13,3
CALL000785,HCP0192,REP023,2025-11-01,PRD004,18,2
CALL000786,HCP0192,REP023,2025-10-31,PRD003,27,1
CALL000787,HCP0192,REP023,2025-09-18,PRD004,19,0
CALL000788,HCP0192,REP023,2025-11-30,PRD002,15,0
CALL000789,HCP0192,REP023,2025-05-02,PRD005,18,1
CALL000790,HCP0192,REP023,2025-06-11,PRD001,5,0
CALL000791,HCP0193,REP030,2025-04-10,PRD002,28,1
CALL000792,HCP0193,REP030,2025-01-04,PRD001,13,0
CALL000793,HCP0193,REP030,2025-12-09,PRD005,27,0
CALL000794,HCP0193,REP030,2025-02-27,PRD003,8,2
CALL000795,HCP0193,REP030,2025-08-09,PRD003,18,1
CALL000796,HCP0194,REP025,2025-06-25,PRD001,16,1
CALL000797,HCP0194,REP025,2025-07-27,PRD001,9,1
CALL000798,HCP0194,REP025,2025-07-02,PRD003,21,0
CALL000799,HCP0194,REP025,2025-08-04,PRD001,27,0
CALL000800,HCP0194,REP025,2025-02-09,PRD005,8,2
CALL000801,HCP0194,REP025,2025-02-09,PRD002,24,0
CALL000802,HCP0194,REP025,2025-11-22,PRD001,6,2
CALL000803,HCP0195,REP017,2025-10-28,PRD005,24,0
CALL000804,HCP0195,REP017,2025-05-26,PRD002,11,2
CALL000805,HCP0195,REP017,2025-11-15,PRD002,14,1
CALL000806,HCP0195,REP017,2025-03-19,PRD002,27,2
CALL000807,HCP0195,REP017,2025-03-11,PRD003,13,1
CALL000808,HCP0196,REP024,2025-07-20,PRD004,19,0
CALL000809,HCP0196,REP024,2025-01-29,PRD004,5,1
CALL000810,HCP0196,REP024,2025-04-30,PRD005,11,0
CALL000811,HCP0196,REP024,2025-04-06,PRD001,29,2
CALL000812,HCP0196,REP024,2025-06-15,PRD004,18,2
CALL000813,HCP0197,REP020,2025-12-13,PRD005,21,0
CALL000814,HCP0197,REP020,2025-07-24,PRD005,22,1
CALL000815,HCP0197,REP020,2025-09-21,PRD001,19,1
CALL000816,HCP0197,REP020,2025-05-04,PRD001,29,1
CALL000817,HCP0197,REP020,2025-07-01,PRD001,10,3
CALL000818,HCP0197,REP020,2025-06-16,PRD003,5,3
CALL000819,HCP0197,REP020,2025-02-02,PRD003,10,2
CALL000820,HCP0198,REP003,2025-06-26,PRD004,23,1
CALL000821,HCP0198,REP003,2025-05-20,PRD004,28,0
CALL000822,HCP0198,REP003,2025-12-29,PRD005,11,0
CALL000823,HCP0199,REP010,2025-11-04,PRD005,16,0
CALL000824,HCP0199,REP010,2025-02-22,PRD005,26,1
CALL000825,HCP0199,REP010,2025-06-01,PRD001,7,1
CALL000826,HCP0199,REP010,2025-07-08,PRD004,8,3
CALL000827,HCP0199,REP010,2025-12-04,PRD003,22,2
CALL000828,HCP0200,REP011,2025-04-18,PRD003,11,3
CALL000829,HCP0200,REP011,2025-10-23,PRD004,20,1
CALL000830,HCP0200,REP011,2025-06-19,PRD002,26,1
CALL000831,HCP0200,REP011,2025-01-12,PRD001,6,0
CALL000832,HCP0201,REP008,2025-01-17,PRD001,29,2
CALL000833,HCP0201,REP008,2025-09-29,PRD005,22,2
CALL000834,HCP0201,REP008,2025-06-10,PRD005,9,1
CALL000835,HCP0201,REP008,2025-11-07,PRD004,23,1
CALL000836,HCP0201,REP008,2025-06-07,PRD002,25,1
CALL000837,HCP0202,REP003,2025-12-07,PRD004,6,1
CALL000838,HCP0202,REP003,2025-10-16,PRD003,11,2
CALL000839,HCP0202,REP003,2025-02-19,PRD002,28,0
CALL000840,HCP0202,REP003,2025-10-23,PRD005,29,2
CALL000841,HCP0203,REP022,2025-11-20,PRD001,11,2
CALL000842,HCP0203,REP022,2025-05-24,PRD005,15,1
CALL000843,HCP0203,REP022,2025-08-07,PRD004,21,0
CALL000844,HCP0203,REP022,2025-09-29,PRD004,14,2
CALL000845,HCP0203,REP022,2025-07-21,PRD002,27,0
CALL000846,HCP0203,REP022,2025-06-25,PRD002,12,1
CALL000847,HCP0203,REP022,2025-03-14,PRD005,14,1
CALL000848,HCP0203,REP022,2025-09-25,PRD003,12,0
CALL000849,HCP0203,REP022,2025-05-29,PRD005,6,1
CALL000850,HCP0204,REP005,2025-02-15,PRD002,19,1
CALL000851,HCP0204,REP005,2025-08-29,PRD005,6,3
CALL000852,HCP0204,REP005,2025-08-21,PRD003,18,0
CALL000853,HCP0204,REP005,2025-12-16,PRD005,14,2
CALL000854,HCP0205,REP029,2025-11-08,PRD004,15,1
CALL000855,HCP0205,REP029,2025-08-07,PRD005,19,2
CALL000856,HCP0205,REP029,2025-07-24,PRD003,5,0
CALL000857,HCP0206,REP019,2025-09-02,PRD001,28,2
CALL000858,HCP0208,REP029,2025-12-06,PRD004,29,2
CALL000859,HCP0208,REP029,2025-02-03,PRD004,24,0
CALL000860,HCP0208,REP029,2025-07-04,PRD002,19,1
CALL000861,HCP0209,REP020,2025-11-27,PRD001,5,0
CALL000862,HCP0209,REP020,2025-05-27,PRD003,20,0
CALL000863,HCP0209,REP020,2025-06-14,PRD005,16,0
CALL000864,HCP0209,REP020,2025-08-03,PRD001,17,0
CALL000865,HCP0209,REP020,2025-11-24,PRD003,15,1
CALL000866,HCP0209,REP020,2025-11-21,PRD004,13,0
CALL000867,HCP0209,REP020,2025-02-05,PRD004,27,1
CALL000868,HCP0210,REP018,2025-02-06,PRD004,25,1
CALL000869,HCP0210,REP018,2025-01-06,PRD003,19,2
CALL000870,HCP0211,REP007,2025-08-19,PRD004,19,2
CALL000871,HCP0211,REP007,2025-10-03,PRD003,29,0
