hcp_id,product_id,month,rx_count,list_price_usd,revenue_usd
HCP0184,PRD001,2025-05,3,120,360
HCP0184,PRD001,2025-06,4,120,480
HCP0184,PRD003,2025-07,2,950,1900
HCP0184,PRD005,2025-08,4,45,180
HCP0184,PRD005,2025-09,2,45,90
HCP0184,PRD002,2025-10,3,85,255
HCP0184,PRD005,2025-11,6,45,270
HCP0184,PRD002,2025-12,2,85,170
HCP0185,PRD005,2025-01,4,45,180
HCP0185,PRD005,2025-02,2,45,90
HCP0185,PRD001,2025-03,5,120,600
HCP0185,PRD001,2025-04,3,120,360
HCP0185,PRD004,2025-05,3,60,180
HCP0185,PRD005,2025-06,8,45,360
HCP0185,PRD003,2025-07,5,950,4750
HCP0185,PRD004,2025-08,4,60,240
HCP0185,PRD004,2025-10,3,60,180
HCP0185,PRD005,2025-11,4,45,180
HCP0185,PRD005,2025-12,3,45,135
HCP0186,PRD004,2025-01,7,60,420
HCP0186,PRD005,2025-02,5,45,225
HCP0186,PRD002,2025-03,5,85,425
HCP0186,PRD004,2025-04,4,60,240
HCP0186,PRD003,2025-05,8,950,7600
HCP0186,PRD004,2025-06,4,60,240
HCP0186,PRD002,2025-07,5,85,425
HCP0186,PRD001,2025-08,6,120,720
HCP0186,PRD005,2025-09,2,45,90
HCP0186,PRD003,2025-10,5,950,4750
HCP0186,PRD002,2025-11,3,85,255
HCP0186,PRD005,2025-12,7,45,315
HCP0187,PRD001,2025-01,4,120,480
HCP0187,PRD001,2025-02,9,120,1080
HCP0187,PRD004,2025-03,4,60,240
HCP0187,PRD003,2025-05,5,950,4750
HCP0187,PRD004,2025-06,10,60,600
HCP0187,PRD002,2025-07,1,85,85
HCP0187,PRD002,2025-08,5,85,425
HCP0187,PRD005,2025-09,13,45,585
HCP0187,PRD003,2025-10,3,950,2850
HCP0187,PRD005,2025-11,6,45,270
HCP0187,PRD001,2025-12,5,120,600
HCP0188,PRD003,2025-01,5,950,4750
HCP0188,PRD004,2025-02,4,60,240
HCP0188,PRD003,2025-03,4,950,3800
HCP0188,PRD003,2025-04,4,950,3800
HCP0188,PRD003,2025-05,8,950,7600
HCP0188,PRD002,2025-06,7,85,595
HCP0188,PRD003,2025-07,2,950,1900
HCP0188,PRD003,2025-08,5,950,4750
HCP0188,PRD002,2025-09,1,85,85
HCP0188,PRD002,2025-10,1,85,85
HCP0188,PRD002,2025-11,3,85,255
HCP0188,PRD003,2025-12,2,950,1900
HCP0189,PRD004,2025-01,4,60,240
HCP0189,PRD001,2025-02,1,120,120
HCP0189,PRD005,2025-03,6,45,270
HCP0189,PRD003,2025-04,2,950,1900
HCP0189,PRD002,2025-05,4,85,340
HCP0189,PRD004,2025-06,3,60,180
HCP0189,PRD005,2025-07,1,45,45
HCP0189,PRD003,2025-08,9,950,8550
HCP0189,PRD004,2025-09,3,60,180
HCP0189,PRD003,2025-10,2,950,1900
HCP0189,PRD002,2025-11,6,85,510
HCP0189,PRD004,2025-12,2,60,120
HCP0190,PRD004,2025-01,7,60,420
HCP0190,PRD003,2025-02,5,950,4750
HCP0190,PRD003,2025-03,4,950,3800
HCP0190,PRD004,2025-04,8,60,480
HCP0190,PRD002,2025-05,8,85,680
HCP0190,PRD002,2025-06,12,85,1020
HCP0190,PRD005,2025-07,7,45,315
HCP0190,PRD003,2025-08,8,950,7600
HCP0190,PRD003,2025-09,3,950,2850
HCP0190,PRD004,2025-10,3,60,180
HCP0190,PRD003,2025-11,13,950,12350
HCP0190,PRD002,2025-12,7,85,595
HCP0191,PRD001,2025-01,1,120,120
HCP0191,PRD005,2025-02,2,45,90
HCP0191,PRD003,2025-03,11,950,10450
HCP0191,PRD003,2025-04,7,950,6650
HCP0191,PRD004,2025-05,6,60,360
HCP0191,PRD001,2025-06,12,120,1440
HCP0191,PRD001,2025-07,10,120,1200
HCP0191,PRD002,2025-08,3,85,255
HCP0191,PRD002,2025-09,4,85,340
HCP0191,PRD005,2025-10,7,45,315
HCP0191,PRD001,2025-11,5,120,600
HCP0191,PRD003,2025-12,4,950,3800
HCP0192,PRD005,2025-01,17,45,765
HCP0192,PRD005,2025-02,4,45,180
HCP0192,PRD002,2025-03,13,85,1105
HCP0192,PRD001,2025-04,13,120,1560
HCP0192,PRD001,2025-05,20,120,2400
HCP0192,PRD004,2025-06,11,60,660
HCP0192,PRD003,2025-07,15,950,14250
HCP0192,PRD001,2025-08,11,120,1320
HCP0192,PRD005,2025-09,16,45,720
HCP0192,PRD003,2025-10,4,950,3800
HCP0192,PRD002,2025-11,10,85,850
HCP0192,PRD003,2025-12,9,950,8550
HCP0193,PRD002,2025-01,7,85,595
HCP0193,PRD003,2025-02,7,950,6650
HCP0193,PRD003,2025-03,7,950,6650
HCP0193,PRD004,2025-04,8,60,480
HCP0193,PRD001,2025-05,10,120,1200
HCP0193,PRD004,2025-06,16,60,960
HCP0193,PRD002,2025-07,14,85,1190
HCP0193,PRD004,2025-08,5,60,300
HCP0193,PRD004,2025-09,8,60,480
HCP0193,PRD004,2025-10,12,60,720
HCP0193,PRD005,2025-11,9,45,405
HCP0193,PRD005,2025-12,13,45,585
HCP0194,PRD001,2025-01,6,120,720
HCP0194,PRD002,2025-02,1,85,85
HCP0194,PRD004,2025-03,8,60,480
HCP0194,PRD004,2025-04,8,60,480
HCP0194,PRD003,2025-06,6,950,5700
HCP0194,PRD002,2025-07,6,85,510
HCP0194,PRD001,2025-08,4,120,480
HCP0194,PRD004,2025-09,8,60,480
HCP0194,PRD003,2025-10,5,950,4750
HCP0194,PRD001,2025-11,8,120,960
HCP0194,PRD005,2025-12,6,45,270
HCP0195,PRD004,2025-01,6,60,360
HCP0195,PRD002,2025-02,13,85,1105
HCP0195,PRD004,2025-03,12,60,720
HCP0195,PRD004,2025-04,13,60,780
HCP0195,PRD001,2025-05,20,120,2400
HCP0195,PRD004,2025-06,7,60,420
HCP0195,PRD001,2025-07,6,120,720
HCP0195,PRD004,2025-08,4,60,240
HCP0195,PRD004,2025-09,19,60,1140
HCP0195,PRD002,2025-10,11,85,935
HCP0195,PRD002,2025-11,9,85,765
HCP0195,PRD001,2025-12,14,120,1680
HCP0196,PRD005,2025-01,2,45,90
HCP0196,PRD003,2025-02,1,950,950
HCP0196,PRD003,2025-03,5,950,4750
HCP0196,PRD005,2025-04,4,45,180
HCP0196,PRD005,2025-05,4,45,180
HCP0196,PRD004,2025-06,3,60,180
HCP0196,PRD004,2025-07,5,60,300
HCP0196,PRD004,2025-08,4,60,240
HCP0196,PRD001,2025-09,3,120,360
HCP0196,PRD003,2025-10,4,950,3800
HCP0196,PRD002,2025-11,4,85,340
HCP0196,PRD005,2025-12,5,45,225
HCP0197,PRD004,2025-01,4,60,240
HCP0197,PRD004,2025-02,8,60,480
HCP0197,PRD005,2025-03,12,45,540
HCP0197,PRD005,2025-04,5,45,225
HCP0197,PRD002,2025-05,1,85,85
HCP0197,PRD003,2025-06,10,950,9500
HCP0197,PRD004,2025-07,3,60,180
HCP0197,PRD004,2025-08,11,60,660
HCP0197,PRD003,2025-09,17,950,16150
HCP0197,PRD005,2025-10,8,45,360
HCP0197,PRD003,2025-11,13,950,12350
HCP0197,PRD001,2025-12,12,120,1440
HCP0198,PRD005,2025-01,16,45,720
HCP0198,PRD003,2025-02,2,950,1900
HCP0198,PRD001,2025-03,1,120,120
HCP0198,PRD004,2025-04,10,60,600
HCP0198,PRD003,2025-05,9,950,8550
HCP0198,PRD005,2025-07,6,45,270
HCP0198,PRD005,2025-08,8,45,360
HCP0198,PRD004,2025-09,8,60,480
HCP0198,PRD003,2025-10,7,950,6650
HCP0198,PRD001,2025-12,13,120,1560
HCP0199,PRD004,2025-01,5,60,300
HCP0199,PRD004,2025-02,4,60,240
HCP0199,PRD002,2025-03,5,85,425
HCP0199,PRD002,2025-04,1,85,85
HCP0199,PRD003,2025-05,4,950,3800
HCP0199,PRD003,2025-06,6,950,5700
HCP0199,PRD003,2025-07,6,950,5700
HCP0199,PRD004,2025-08,3,60,180
HCP0199,PRD002,2025-09,2,85,170
HCP0199,PRD005,2025-10,9,45,405
HCP0199,PRD002,2025-11,5,85,425
HCP0199,PRD005,2025-12,4,45,180
HCP0200,PRD001,2025-01,2,120,240
HCP0200,PRD002,2025-02,2,85,170
HCP0200,PRD001,2025-03,3,120,360
HCP0200,PRD004,2025-04,1,60,60
HCP0200,PRD002,2025-05,2,85,170
HCP0200,PRD005,2025-06,2,45,90
HCP0200,PRD002,2025-07,4,85,340
HCP0200,PRD002,2025-08,2,85,170
HCP0200,PRD002,2025-09,1,85,85
HCP0200,PRD003,2025-10,1,950,950
HCP0200,PRD002,2025-12,1,85,85
HCP0201,PRD003,2025-01,5,950,4750
HCP0201,PRD005,2025-02,8,45,360
HCP0201,PRD005,2025-03,4,45,180
HCP0201,PRD002,2025-04,11,85,935
HCP0201,PRD003,2025-05,8,950,7600
HCP0201,PRD004,2025-06,11,60,660
HCP0201,PRD004,2025-07,5,60,300
HCP0201,PRD001,2025-08,4,120,480
HCP0201,PRD004,2025-09,12,60,720
HCP0201,PRD004,2025-10,2,60,120
HCP0201,PRD005,2025-11,5,45,225
HCP0201,PRD002,2025-12,3,85,255
HCP0202,PRD005,2025-01,2,45,90
HCP0202,PRD003,2025-03,3,950,2850
HCP0202,PRD002,2025-04,2,85,170
HCP0202,PRD001,2025-05,4,120,480
HCP0202,PRD005,2025-07,3,45,135
HCP0202,PRD002,2025-08,1,85,85
HCP0202,PRD004,2025-09,6,60,360
HCP0202,PRD003,2025-10,2,950,1900
HCP0202,PRD003,2025-11,3,950,2850
HCP0202,PRD001,2025-12,5,120,600
HCP0203,PRD003,2025-01,9,950,8550
HCP0203,PRD004,2025-02,13,60,780
HCP0203,PRD003,2025-03,7,950,6650
HCP0203,PRD004,2025-04,9,60,540
HCP0203,PRD005,2025-05,7,45,315
HCP0203,PRD005,2025-06,3,45,135
HCP0203,PRD001,2025-07,9,120,1080
HCP0203,PRD005,2025-08,17,45,765
HCP0203,PRD003,2025-09,2,950,1900
HCP0203,PRD002,2025-10,6,85,510
HCP0203,PRD002,2025-11,3,85,255
HCP0203,PRD004,2025-12,13,60,780
HCP0204,PRD003,2025-01,11,950,10450
HCP0204,PRD002,2025-02,1,85,85
HCP0204,PRD005,2025-03,9,45,405
HCP0204,PRD004,2025-04,13,60,780
HCP0204,PRD003,2025-05,6,950,5700
HCP0204,PRD005,2025-06,7,45,315
HCP0204,PRD004,2025-07,12,60,720
HCP0204,PRD003,2025-08,10,950,9500
HCP0204,PRD005,2025-09,6,45,270
HCP0204,PRD004,2025-10,6,60,360
HCP0204,PRD003,2025-11,13,950,12350
HCP0204,PRD001,2025-12,10,120,1200
HCP0205,PRD004,2025-01,13,60,780
HCP0205,PRD005,2025-02,6,45,270
HCP0205,PRD004,2025-03,8,60,480
HCP0205,PRD005,2025-04,3,45,135
HCP0205,PRD003,2025-05,11,950,10450
HCP0205,PRD003,2025-06,4,950,3800
HCP0205,PRD002,2025-07,10,85,850
HCP0205,PRD005,2025-08,9,45,405
HCP0205,PRD005,2025-09,4,45,180
HCP0205,PRD004,2025-10,4,60,240
HCP0205,PRD002,2025-11,7,85,595
HCP0206,PRD004,2025-01,1,60,60
HCP0206,PRD001,2025-02,1,120,120
HCP0206,PRD004,2025-03,2,60,120
HCP0206,PRD003,2025-04,2,950,1900
HCP0206,PRD005,2025-05,1,45,45
HCP0206,PRD003,2025-06,1,950,950
HCP0206,PRD003,2025-07,2,950,1900
HCP0206,PRD001,2025-08,2,120,240
HCP0206,PRD002,2025-09,1,85,85
HCP0206,PRD003,2025-10,1,950,950
HCP0206,PRD003,2025-11,1,950,950
HCP0206,PRD005,2025-12,2,45,90
HCP0207,PRD001,2025-01,6,120,720
HCP0207,PRD003,2025-02,4,950,3800
HCP0207,PRD002,2025-03,6,85,510
HCP0207,PRD003,2025-04,5,950,4750
HCP0207,PRD002,2025-05,7,85,595
HCP0207,PRD001,2025-06,7,120,840
HCP0207,PRD005,2025-07,1,45,45
HCP0207,PRD003,2025-09,4,950,3800
HCP0207,PRD004,2025-10,1,60,60
HCP0207,PRD003,2025-11,3,950,2850
HCP0207,PRD002,2025-12,5,85,425
HCP0208,PRD002,2025-01,1,85,85
HCP0208,PRD001,2025-02,1,120,120
HCP0208,PRD005,2025-03,1,45,45
HCP0208,PRD004,2025-04,1,60,60
HCP0208,PRD004,2025-06,2,60,120
HCP0208,PRD003,2025-08,2,950,1900
HCP0208,PRD002,2025-09,1,85,85
HCP0208,PRD002,2025-10,1,85,85
HCP0208,PRD004,2025-11,2,60,120
HCP0208,PRD002,2025-12,1,85,85
HCP0209,PRD001,2025-01,5,120,600
HCP0209,PRD003,2025-02,11,950,10450
HCP0209,PRD001,2025-03,13,120,1560
HCP0209,PRD005,2025-05,8,45,360
HCP0209,PRD004,2025-06,11,60,660
HCP0209,PRD003,2025-07,7,950,6650
HCP0209,PRD003,2025-08,13,950,12350
HCP0209,PRD003,2025-09,4,950,3800
HCP0209,PRD005,2025-10,9,45,405
HCP0209,PRD004,2025-11,7,60,420
HCP0209,PRD003,2025-12,9,950,8550
HCP0210,PRD005,2025-01,1,45,45
HCP0210,PRD004,2025-02,1,60,60
HCP0210,PRD002,2025-03,2,85,170
HCP0210,PRD002,2025-08,1,85,85
HCP0210,PRD001,2025-09,2,120,240
HCP0210,PRD003,2025-10,1,950,950
HCP0210,PRD003,2025-12,1,950,950
HCP0211,PRD003,2025-01,8,950,7600
HCP0211,PRD002,2025-02,6,85,510
HCP0211,PRD005,2025-04,7,45,315
HCP0211,PRD002,2025-05,9,85,765
HCP0211,PRD004,2025-06,16,60,960
HCP0211,PRD002,2025-08,3,85,255
HCP0211,PRD004,2025-09,1,60,60
HCP0211,PRD002,2025-10,7,85,595
HCP0211,PRD002,2025-11,14,85,1190
HCP0213,PRD004,2025-01,6,60,360
HCP0213,PRD003,2025-02,7,950,6650
HCP0213,PRD002,2025-03,13,85,1105
HCP0213,PRD004,2025-04,3,60,180
HCP0213,PRD004,2025-05,10,60,600
HCP0213,PRD005,2025-06,9,45,405
HCP0213,PRD004,2025-07,1,60,60
HCP0213,PRD004,2025-08,13,60,780
HCP0213,PRD005,2025-09,8,45,360
HCP0213,PRD003,2025-10,3,950,2850
HCP0213,PRD005,2025-11,12,45,540
HCP0213,PRD005,2025-12,7,45,315
HCP0214,PRD002,2025-01,6,85,510
HCP0214,PRD001,2025-02,2,120,240
HCP0214,PRD004,2025-03,3,60,180
HCP0214,PRD001,2025-04,8,120,960
HCP0214,PRD005,2025-05,4,45,180
HCP0214,PRD004,2025-06,3,60,180
HCP0214,PRD004,2025-07,4,60,240
HCP0214,PRD004,2025-08,7,60,420
HCP0214,PRD001,2025-09,7,120,840
HCP0214,PRD001,2025-10,5,120,600
HCP0214,PRD003,2025-11,8,950,7600
HCP0214,PRD004,2025-12,9,60,540
HCP0215,PRD002,2025-01,3,85,255
HCP0215,PRD004,2025-02,4,60,240
HCP0215,PRD005,2025-03,13,45,585
HCP0215,PRD005,2025-04,15,45,675
HCP0215,PRD001,2025-05,12,120,1440
HCP0215,PRD003,2025-06,12,950,11400
HCP0215,PRD002,2025-07,9,85,765
HCP0215,PRD004,2025-08,7,60,420
HCP0215,PRD002,2025-09,8,85,680
HCP0215,PRD003,2025-10,8,950,7600
HCP0215,PRD002,2025-11,14,85,1190
HCP0215,PRD003,2025-12,13,950,12350
HCP0216,PRD003,2025-01,9,950,8550
HCP0216,PRD001,2025-02,14,120,1680
HCP0216,PRD003,2025-03,5,950,4750
HCP0216,PRD002,2025-04,4,85,340
HCP0216,PRD004,2025-05,6,60,360
HCP0216,PRD001,2025-06,8,120,960
HCP0216,PRD002,2025-07,11,85,935
HCP0216,PRD003,2025-08,12,950,11400
HCP0216,PRD003,2025-09,15,950,14250
HCP0216,PRD003,2025-10,11,950,10450
HCP0216,PRD002,2025-11,7,85,595
HCP0217,PRD005,2025-01,14,45,630
HCP0217,PRD003,2025-02,10,950,9500
HCP0217,PRD004,2025-03,12,60,720
HCP0217,PRD005,2025-04,9,45,405
HCP0217,PRD004,2025-06,12,60,720
HCP0217,PRD004,2025-07,2,60,120
HCP0217,PRD005,2025-08,7,45,315
HCP0217,PRD003,2025-09,7,950,6650
HCP0217,PRD005,2025-10,8,45,360
HCP0217,PRD001,2025-11,17,120,2040
HCP0217,PRD003,2025-12,8,950,7600
HCP0218,PRD005,2025-01,5,45,225
HCP0218,PRD003,2025-02,4,950,3800
HCP0218,PRD005,2025-03,9,45,405
HCP0218,PRD003,2025-04,7,950,6650
HCP0218,PRD004,2025-05,7,60,420
HCP0218,PRD001,2025-06,2,120,240
HCP0218,PRD005,2025-07,6,45,270
HCP0218,PRD003,2025-08,7,950,6650
HCP0218,PRD003,2025-09,7,950,6650
HCP0218,PRD001,2025-10,2,120,240
HCP0218,PRD003,2025-11,1,950,950
HCP0218,PRD004,2025-12,4,60,240
HCP0219,PRD001,2025-01,8,120,960
HCP0219,PRD001,2025-02,10,120,1200
HCP0219,PRD001,2025-03,6,120,720
HCP0219,PRD002,2025-04,11,85,935
HCP0219,PRD002,2025-05,6,85,510
HCP0219,PRD005,2025-06,3,45,135
HCP0219,PRD004,2025-07,3,60,180
HCP0219,PRD003,2025-08,3,950,2850
HCP0219,PRD004,2025-09,3,60,180
HCP0219,PRD004,2025-10,3,60,180
HCP0219,PRD001,2025-11,7,120,840
HCP0219,PRD004,2025-12,7,60,420
HCP0220,PRD004,2025-01,2,60,120
HCP0220,PRD002,2025-02,4,85,340
HCP0220,PRD005,2025-03,2,45,90
HCP0220,PRD001,2025-04,1,120,120
HCP0220,PRD005,2025-06,4,45,180
HCP0220,PRD001,2025-07,1,120,120
HCP0220,PRD003,2025-09,2,950,1900
HCP0220,PRD001,2025-11,4,120,480
HCP0220,PRD002,2025-12,5,85,425
HCP0221,PRD004,2025-01,15,60,900
HCP0221,PRD001,2025-02,8,120,960
HCP0221,PRD005,2025-03,12,45,540
HCP0221,PRD004,2025-04,7,60,420
HCP0221,PRD004,2025-05,14,60,840
HCP0221,PRD004,2025-06,11,60,660
HCP0221,PRD005,2025-07,7,45,315
HCP0221,PRD004,2025-08,6,60,360
HCP0221,PRD003,2025-09,4,950,3800
HCP0221,PRD002,2025-10,9,85,765
HCP0221,PRD001,2025-11,8,120,960
HCP0221,PRD005,2025-12,7,45,315
HCP0222,PRD004,2025-01,7,60,420
HCP0222,PRD003,2025-02,8,950,7600
HCP0222,PRD003,2025-03,5,950,4750
HCP0222,PRD001,2025-04,2,120,240
HCP0222,PRD002,2025-05,3,85,255
HCP0222,PRD002,2025-06,4,85,340
HCP0222,PRD001,2025-07,6,120,720
HCP0222,PRD002,2025-08,6,85,510
HCP0222,PRD001,2025-09,2,120,240
HCP0222,PRD005,2025-10,1,45,45
HCP0222,PRD005,2025-11,6,45,270
HCP0222,PRD002,2025-12,6,85,510
HCP0223,PRD005,2025-02,15,45,675
HCP0223,PRD004,2025-03,17,60,1020
HCP0223,PRD002,2025-04,10,85,850
HCP0223,PRD001,2025-05,7,120,840
HCP0223,PRD005,2025-06,8,45,360
HCP0223,PRD002,2025-07,4,85,340
HCP0223,PRD001,2025-08,15,120,1800
HCP0223,PRD003,2025-09,4,950,3800
HCP0223,PRD005,2025-10,11,45,495
HCP0223,PRD002,2025-11,13,85,1105
HCP0223,PRD003,2025-12,10,950,9500
HCP0224,PRD005,2025-01,10,45,450
HCP0224,PRD002,2025-02,10,85,850
HCP0224,PRD004,2025-03,9,60,540
HCP0224,PRD002,2025-05,15,85,1275
HCP0224,PRD005,2025-06,17,45,765
HCP0224,PRD002,2025-07,5,85,425
HCP0224,PRD002,2025-09,6,85,510
HCP0224,PRD003,2025-10,6,950,5700
HCP0224,PRD004,2025-11,11,60,660
HCP0224,PRD004,2025-12,10,60,600
HCP0225,PRD003,2025-01,9,950,8550
HCP0225,PRD001,2025-02,10,120,1200
HCP0225,PRD003,2025-03,9,950,8550
HCP0225,PRD003,2025-04,2,950,1900
HCP0225,PRD004,2025-05,12,60,720
HCP0225,PRD001,2025-06,8,120,960
HCP0225,PRD004,2025-07,4,60,240
HCP0225,PRD004,2025-08,11,60,660
HCP0225,PRD005,2025-09,16,45,720
HCP0225,PRD004,2025-10,13,60,780
HCP0225,PRD001,2025-11,5,120,600
HCP0225,PRD002,2025-12,10,85,850
HCP0226,PRD004,2025-01,6,60,360
HCP0226,PRD005,2025-02,4,45,180
HCP0226,PRD002,2025-03,1,85,85
HCP0226,PRD001,2025-04,3,120,360
HCP0226,PRD002,2025-05,2,85,170
HCP0226,PRD003,2025-06,3,950,2850
HCP0226,PRD004,2025-07,5,60,300
HCP0226,PRD003,2025-08,4,950,3800
HCP0226,PRD005,2025-09,4,45,180
HCP0226,PRD004,2025-11,4,60,240
HCP0226,PRD002,2025-12,7,85,595
HCP0227,PRD001,2025-01,5,120,600
HCP0227,PRD002,2025-02,8,85,680
HCP0227,PRD005,2025-03,7,45,315
HCP0227,PRD004,2025-04,9,60,540
HCP0227,PRD003,2025-05,9,950,8550
HCP0227,PRD004,2025-06,8,60,480
HCP0227,PRD005,2025-07,9,45,405
HCP0227,PRD005,2025-08,8,45,360
HCP0227,PRD005,2025-09,13,45,585
HCP0227,PRD003,2025-10,11,950,10450
HCP0227,PRD001,2025-11,7,120,840
HCP0227,PRD005,2025-12,5,45,225
HCP0228,PRD004,2025-01,4,60,240
HCP0228,PRD002,2025-02,3,85,255
HCP0228,PRD004,2025-03,3,60,180
HCP0228,PRD002,2025-04,6,85,510
HCP0228,PRD004,2025-05,1,60,60
HCP0228,PRD002,2025-06,7,85,595
HCP0228,PRD001,2025-09,4,120,480
HCP0228,PRD004,2025-10,1,60,60
HCP0228,PRD002,2025-11,4,85,340
HCP0228,PRD004,2025-12,2,60,120
HCP0229,PRD001,2025-01,9,120,1080
HCP0229,PRD002,2025-02,4,85,340
HCP0229,PRD004,2025-03,15,60,900
HCP0229,PRD004,2025-04,10,60,600
HCP0229,PRD003,2025-05,16,950,15200
HCP0229,PRD004,2025-06,5,60,300
HCP0229,PRD005,2025-07,11,45,495
HCP0229,PRD002,2025-08,12,85,1020
HCP0229,PRD003,2025-10,7,950,6650
HCP0229,PRD002,2025-11,9,85,765
HCP0229,PRD004,2025-12,12,60,720
HCP0230,PRD005,2025-01,6,45,270
HCP0230,PRD002,2025-02,2,85,170
HCP0230,PRD005,2025-03,3,45,135
HCP0230,PRD004,2025-04,2,60,120
HCP0230,PRD003,2025-05,3,950,2850
HCP0230,PRD003,2025-06,3,950,2850
HCP0230,PRD001,2025-07,5,120,600
HCP0230,PRD001,2025-08,2,120,240
HCP0230,PRD001,2025-10,4,120,480
HCP0230,PRD002,2025-11,2,85,170
HCP0230,PRD002,2025-12,2,85,170
HCP0232,PRD003,2025-01,4,950,3800
HCP0232,PRD005,2025-02,7,45,315
HCP0232,PRD003,2025-03,2,950,1900
HCP0232,PRD003,2025-04,5,950,4750
HCP0232,PRD003,2025-05,8,950,7600
HCP0232,PRD004,2025-06,5,60,300
HCP0232,PRD001,2025-07,2,120,240
HCP0232,PRD004,2025-08,4,60,240
HCP0232,PRD002,2025-09,3,85,255
HCP0232,PRD001,2025-10,2,120,240
HCP0232,PRD001,2025-11,9,120,1080
HCP0232,PRD004,2025-12,6,60,360
HCP0233,PRD005,2025-01,3,45,135
HCP0233,PRD002,2025-02,6,85,510
HCP0233,PRD002,2025-03,8,85,680
HCP0233,PRD002,2025-04,4,85,340
HCP0233,PRD001,2025-05,10,120,1200
HCP0233,PRD005,2025-06,6,45,270
HCP0233,PRD002,2025-07,4,85,340
HCP0233,PRD003,2025-08,6,950,5700
HCP0233,PRD005,2025-09,8,45,360
HCP0233,PRD003,2025-10,4,950,3800
HCP0233,PRD003,2025-11,4,950,3800
HCP0233,PRD004,2025-12,7,60,420
HCP0234,PRD001,2025-01,3,120,360
HCP0234,PRD002,2025-02,9,85,765
HCP0234,PRD001,2025-03,11,120,1320
HCP0234,PRD003,2025-04,2,950,1900
HCP0234,PRD001,2025-05,2,120,240
HCP0234,PRD003,2025-06,5,950,4750
HCP0234,PRD001,2025-07,5,120,600
HCP0234,PRD004,2025-08,8,60,480
HCP0234,PRD002,2025-10,6,85,510
HCP0234,PRD002,2025-11,2,85,170
HCP0234,PRD001,2025-12,8,120,960
HCP0235,PRD001,2025-01,2,120,240
HCP0235,PRD003,2025-02,12,950,11400
HCP0235,PRD001,2025-03,9,120,1080
HCP0235,PRD002,2025-04,14,85,1190
HCP0235,PRD001,2025-05,9,120,1080
HCP0235,PRD005,2025-06,9,45,405
HCP0235,PRD002,2025-07,8,85,680
HCP0235,PRD002,2025-08,4,85,340
HCP0235,PRD001,2025-09,13,120,1560
HCP0235,PRD001,2025-10,10,120,1200
HCP0235,PRD002,2025-11,8,85,680
HCP0235,PRD005,2025-12,6,45,270
HCP0236,PRD004,2025-01,2,60,120
HCP0236,PRD005,2025-02,7,45,315
HCP0236,PRD002,2025-03,6,85,510
HCP0236,PRD002,2025-04,7,85,595
HCP0236,PRD004,2025-05,3,60,180
HCP0236,PRD002,2025-06,11,85,935
HCP0236,PRD001,2025-08,8,120,960
HCP0236,PRD002,2025-09,7,85,595
HCP0236,PRD003,2025-10,11,950,10450
HCP0236,PRD004,2025-11,5,60,300
HCP0236,PRD005,2025-12,13,45,585
HCP0237,PRD004,2025-01,4,60,240
HCP0237,PRD004,2025-02,13,60,780
HCP0237,PRD002,2025-03,8,85,680
HCP0237,PRD004,2025-04,1,60,60
HCP0237,PRD001,2025-05,6,120,720
HCP0237,PRD001,2025-06,2,120,240
HCP0237,PRD005,2025-07,10,45,450
HCP0237,PRD002,2025-08,7,85,595
HCP0237,PRD001,2025-09,4,120,480
HCP0237,PRD005,2025-10,10,45,450
HCP0237,PRD003,2025-11,9,950,8550
HCP0237,PRD001,2025-12,8,120,960
HCP0238,PRD005,2025-01,8,45,360
HCP0238,PRD001,2025-02,7,120,840
HCP0238,PRD002,2025-03,2,85,170
HCP0238,PRD005,2025-04,4,45,180
HCP0238,PRD003,2025-05,8,950,7600
HCP0238,PRD002,2025-06,7,85,595
HCP0238,PRD005,2025-07,4,45,180
HCP0238,PRD001,2025-08,6,120,720
HCP0238,PRD004,2025-09,9,60,540
HCP0238,PRD001,2025-10,8,120,960
HCP0238,PRD001,2025-11,8,120,960
HCP0238,PRD002,2025-12,3,85,255
HCP0239,PRD003,2025-01,14,950,13300
HCP0239,PRD002,2025-02,10,85,850
HCP0239,PRD004,2025-03,14,60,840
HCP0239,PRD005,2025-04,5,45,225
HCP0239,PRD004,2025-05,3,60,180
HCP0239,PRD005,2025-06,14,45,630
HCP0239,PRD004,2025-07,16,60,960
HCP0239,PRD003,2025-08,16,950,15200
HCP0239,PRD002,2025-09,5,85,425
HCP0239,PRD002,2025-10,13,85,1105
HCP0239,PRD003,2025-11,19,950,18050
HCP0239,PRD005,2025-12,24,45,1080
HCP0240,PRD004,2025-01,11,60,660
HCP0240,PRD005,2025-02,8,45,360
HCP0240,PRD005,2025-03,11,45,495
HCP0240,PRD005,2025-04,11,45,495
HCP0240,PRD003,2025-05,11,950,10450
HCP0240,PRD001,2025-06,6,120,720
HCP0240,PRD002,2025-07,8,85,680
HCP0240,PRD001,2025-08,6,120,720
HCP0240,PRD005,2025-09,9,45,405
HCP0240,PRD004,2025-10,12,60,720
HCP0240,PRD003,2025-11,8,950,7600
HCP0240,PRD005,2025-12,5,45,225
HCP0241,PRD003,2025-01,1,950,950
HCP0241,PRD005,2025-02,7,45,315
HCP0241,PRD003,2025-03,9,950,8550
HCP0241,PRD004,2025-04,10,60,600
HCP0241,PRD001,2025-05,5,120,600
HCP0241,PRD005,2025-07,3,45,135
HCP0241,PRD005,2025-08,4,45,180
